node1,node2,weight,ingredients,percent_recipes
soy sauce,vegetable oil,20,soy sauce & vegetable oil,0.24
rice,vinegar,19,rice & vinegar,0.22
vegetable oil,egg,18,vegetable oil & egg,0.21
soy sauce,garlic,18,soy sauce & garlic,0.21
rice,soy sauce,18,rice & soy sauce,0.21
wheat,egg,16,wheat & egg,0.19
soy sauce,vinegar,15,soy sauce & vinegar,0.18
soy sauce,wine,15,soy sauce & wine,0.18
soy sauce,ginger,14,soy sauce & ginger,0.16
onion,soy sauce,13,onion & soy sauce,0.15
