node1,node2,weight,ingredients,percent_recipes
cumin,turmeric,153,cumin & turmeric,47.0
coriander,cumin,146,coriander & cumin,45.0
coriander,turmeric,138,coriander & turmeric,43.0
onion,cumin,135,onion & cumin,42.0
onion,turmeric,132,onion & turmeric,41.0
onion,garlic,125,onion & garlic,39.0
cumin,garlic,115,cumin & garlic,35.0
onion,cayenne,113,onion & cayenne,35.0
garlic,turmeric,113,garlic & turmeric,35.0
coriander,onion,112,coriander & onion,35.0
