node1,node2,weight,ingredients,percent_recipes
wheat,butter,32,wheat & butter,37.0
wheat,egg,27,wheat & egg,31.0
butter,egg,25,butter & egg,29.0
wheat,buttermilk,21,wheat & buttermilk,24.0
cream,egg,18,cream & egg,21.0
buttermilk,butter,17,buttermilk & butter,20.0
wheat,cane molasses,13,wheat & cane molasses,15.0
cream,butter,13,cream & butter,15.0
wheat,oat,12,wheat & oat,14.0
vanilla,egg,12,vanilla & egg,14.0
