node1,node2,weight,ingredients,percent_recipes
fish,garlic,16,fish & garlic,53.0
cilantro,rice,13,cilantro & rice,43.0
cilantro,garlic,12,cilantro & garlic,40.0
fish,rice,12,fish & rice,40.0
rice,garlic,11,rice & garlic,37.0
fish,cilantro,11,fish & cilantro,37.0
pepper,garlic,11,pepper & garlic,37.0
fish,pepper,9,fish & pepper,30.0
cayenne,garlic,9,cayenne & garlic,30.0
cilantro,cayenne,9,cilantro & cayenne,30.0
