node1,node2,weight,ingredients,percent_recipes
tomato,onion,7,tomato & onion,33.0
black pepper,onion,5,black pepper & onion,24.0
olive oil,onion,5,olive oil & onion,24.0
chicken,onion,4,chicken & onion,19.0
tomato,black pepper,4,tomato & black pepper,19.0
vegetable oil,turmeric,4,vegetable oil & turmeric,19.0
black pepper,garlic,4,black pepper & garlic,19.0
vegetable oil,onion,4,vegetable oil & onion,19.0
tomato,garlic,3,tomato & garlic,14.0
yogurt,cucumber,3,yogurt & cucumber,14.0
