node1,node2,weight,ingredients,percent_recipes
wheat,egg,81,wheat & egg,0.3
wheat,butter,81,wheat & butter,0.3
butter,egg,70,butter & egg,0.26
milk,egg,53,milk & egg,0.2
onion,butter,50,onion & butter,0.19
milk,wheat,48,milk & wheat,0.18
vanilla,egg,46,vanilla & egg,0.17
cream,butter,44,cream & butter,0.16
cream,egg,43,cream & egg,0.16
onion,garlic,40,onion & garlic,0.15
