node1,node2,weight,ingredients,percent_recipes
egg,wheat,11147,egg & wheat,0.28
butter,wheat,10598,butter & wheat,0.26
egg,butter,9030,egg & butter,0.22
milk,wheat,7147,milk & wheat,0.18
milk,egg,6773,milk & egg,0.17
milk,butter,6432,milk & butter,0.16
vanilla,wheat,6020,vanilla & wheat,0.15
egg,vanilla,5994,egg & vanilla,0.15
garlic,onion,5573,garlic & onion,0.14
vanilla,butter,5426,vanilla & butter,0.14
