"","country","ingredients","recipe_id"
"313065","Vietnam","starch",39617
"313066","Vietnam","chicken_broth",39617
"313067","Vietnam","black_pepper",39617
"313068","Vietnam","bean",39617
"313069","Vietnam","garlic",39617
"313070","Vietnam","vegetable_oil",39617
"313071","Vietnam","soy_sauce",39617
"313072","Vietnam","cilantro",39618
"313073","Vietnam","beef",39618
"313074","Vietnam","soy_sauce",39618
"313075","Vietnam","black_pepper",39618
"313076","Vietnam","scallion",39618
"313077","Vietnam","lettuce",39618
"313078","Vietnam","garlic",39618
"313079","Vietnam","sesame_seed",39618
"313080","Vietnam","basil",39618
"313081","Vietnam","mint",39618
"313082","Vietnam","lemongrass",39618
"313083","Vietnam","tomato",39619
"313084","Vietnam","lemon",39619
"313085","Vietnam","beef",39619
"313086","Vietnam","fish",39619
"313087","Vietnam","cayenne",39619
"313088","Vietnam","cumin",39619
"313089","Vietnam","lettuce",39619
"313090","Vietnam","garlic",39619
"313091","Vietnam","vegetable_oil",39619
"313092","Vietnam","rice",39619
"313093","Vietnam","cilantro",39620
"313094","Vietnam","fish",39620
"313095","Vietnam","shrimp",39620
"313096","Vietnam","bean",39620
"313097","Vietnam","rice",39620
"313098","Vietnam","mint",39620
"313099","Vietnam","cilantro",39621
"313100","Vietnam","beef",39621
"313101","Vietnam","onion",39621
"313102","Vietnam","fish",39621
"313103","Vietnam","ginger",39621
"313104","Vietnam","scallion",39621
"313105","Vietnam","bean",39621
"313106","Vietnam","rice",39621
"313107","Vietnam","star_anise",39621
"313108","Vietnam","pepper",39622
"313109","Vietnam","roasted_peanut",39622
"313110","Vietnam","fish",39622
"313111","Vietnam","cayenne",39622
"313112","Vietnam","cilantro",39622
"313113","Vietnam","lime",39622
"313114","Vietnam","garlic",39622
"313115","Vietnam","basil",39622
"313116","Vietnam","vegetable_oil",39622
"313117","Vietnam","rice",39622
"313118","Vietnam","lemongrass",39622
"313119","Vietnam","onion",39623
"313120","Vietnam","fish",39623
"313121","Vietnam","squid",39623
"313122","Vietnam","black_pepper",39623
"313123","Vietnam","celery",39623
"313124","Vietnam","garlic",39623
"313125","Vietnam","pineapple",39623
"313126","Vietnam","vegetable_oil",39623
"313127","Vietnam","coconut",39624
"313128","Vietnam","fish",39624
"313129","Vietnam","ginger",39624
"313130","Vietnam","carrot",39624
"313131","Vietnam","soybean",39624
"313132","Vietnam","lime",39624
"313133","Vietnam","cilantro",39624
"313134","Vietnam","vegetable",39624
"313135","Vietnam","vegetable_oil",39624
"313136","Vietnam","lemongrass",39624
"313137","Vietnam","fenugreek",39624
"313138","Vietnam","pepper",39624
"313139","Vietnam","green_bell_pepper",39624
"313140","Vietnam","mushroom",39624
"313141","Vietnam","shallot",39624
"313142","Vietnam","bean",39624
"313143","Vietnam","garlic",39624
"313144","Vietnam","coriander",39624
"313145","Vietnam","onion",39624
"313146","Vietnam","potato",39624
"313147","Vietnam","cumin",39624
"313148","Vietnam","bay",39624
"313149","Vietnam","bell_pepper",39624
"313150","Vietnam","turmeric",39624
"313151","Vietnam","peanut_oil",39625
"313152","Vietnam","cilantro",39625
"313153","Vietnam","watercress",39625
"313154","Vietnam","peanut",39625
"313155","Vietnam","soy_sauce",39625
"313156","Vietnam","ginger",39625
"313157","Vietnam","scallion",39625
"313158","Vietnam","bean",39625
"313159","Vietnam","carrot",39625
"313160","Vietnam","garlic",39625
"313161","Vietnam","chicken",39625
"313162","Vietnam","rice",39625
"313163","Vietnam","pea",39625
"313164","Vietnam","cilantro",39626
"313165","Vietnam","black_pepper",39626
"313166","Vietnam","ginger",39626
"313167","Vietnam","chive",39626
"313168","Vietnam","chicken",39626
"313169","Vietnam","rice",39626
"313170","Vietnam","lemongrass",39626
"313171","Vietnam","lime",39626
"313172","Vietnam","vinegar",39627
"313173","Vietnam","pepper",39627
"313174","Vietnam","lime_juice",39627
"313175","Vietnam","fish",39627
"313176","Vietnam","cayenne",39627
"313177","Vietnam","cilantro",39627
"313178","Vietnam","shrimp",39627
"313179","Vietnam","lettuce",39627
"313180","Vietnam","garlic",39627
"313181","Vietnam","soybean",39627
"313182","Vietnam","peanut",39627
"313183","Vietnam","basil",39627
"313184","Vietnam","rice",39627
"313185","Vietnam","mint",39627
"313186","Vietnam","vinegar",39628
"313187","Vietnam","pepper",39628
"313188","Vietnam","meat",39628
"313189","Vietnam","beef",39628
"313190","Vietnam","radish",39628
"313191","Vietnam","fish",39628
"313192","Vietnam","black_pepper",39628
"313193","Vietnam","onion",39628
"313194","Vietnam","ginger",39628
"313195","Vietnam","scallion",39628
"313196","Vietnam","bean",39628
"313197","Vietnam","cilantro",39628
"313198","Vietnam","garlic",39628
"313199","Vietnam","cinnamon",39628
"313200","Vietnam","soybean",39628
"313201","Vietnam","mung_bean",39628
"313202","Vietnam","basil",39628
"313203","Vietnam","tabasco_pepper",39628
"313204","Vietnam","rice",39628
"313205","Vietnam","star_anise",39628
"313206","Vietnam","lime",39628
